,0,1,2,3
29,Ruben Loftus-Cheek,13500000.0,Central Midfield,fc-chelsea
30,Marco van Ginkel,10800000.0,Central Midfield,fc-chelsea
31,Lewis Baker,4950000.0,Central Midfield,fc-chelsea
32,Kyle Scott,0.0,Central Midfield,fc-chelsea
33,Victor Moses,18000000.0,Right Midfield,fc-chelsea
34,Charly Musonda Jr.,4500000.0,Attacking Midfield,fc-chelsea
35,Eden Hazard,99000000.0,Left Winger,fc-chelsea
36,Kenedy,9000000.0,Left Winger,fc-chelsea
37,Jérémie Boga,2250000.0,Left Winger,fc-chelsea
38,Willian,28800000.0,Right Winger,fc-chelsea
39,Pedro,22500000.0,Right Winger,fc-chelsea
40,Lucas Piazon,2250000.0,Right Winger,fc-chelsea
41,Callum Hudson-Odoi,0.0,Right Winger,fc-chelsea
42,Álvaro Morata,58500000.0,Centre-Forward,fc-chelsea
43,Michy Batshuayi,36000000.0,Centre-Forward,fc-chelsea
44,Olivier Giroud,16200000.0,Centre-Forward,fc-chelsea
45,Tammy Abraham,9000000.0,Centre-Forward,fc-chelsea
0,David de Gea,63000000.0,Goalkeeper,manchester-united
1,Sergio Romero,4500000.0,Goalkeeper,manchester-united
2,Sam Johnstone,2250000.0,Goalkeeper,manchester-united
3,Joel Pereira,900000.0,Goalkeeper,manchester-united
4,Eric Bailly,31500000.0,Centre-Back,manchester-united
5,Victor Lindelöf,22500000.0,Centre-Back,manchester-united
6,Phil Jones,18000000.0,Centre-Back,manchester-united
7,Marcos Rojo,16200000.0,Centre-Back,manchester-united
8,Chris Smalling,16200000.0,Centre-Back,manchester-united
9,Daley Blind,16200000.0,Centre-Back,manchester-united
10,Axel Tuanzebe,900000.0,Centre-Back,manchester-united
11,Luke Shaw,13500000.0,Left-Back,manchester-united
12,Ashley Young,6300000.0,Left-Back,manchester-united
13,Cameron Borthwick-Jackson,2700000.0,Left-Back,manchester-united
14,Matteo Darmian,9000000.0,Right-Back,manchester-united
15,Antonio Valencia,7200000.0,Right-Back,manchester-united
16,Timothy Fosu-Mensah,6300000.0,Right-Back,manchester-united
17,Nemanja Matic,36000000.0,Defensive Midfield,manchester-united
18,Michael Carrick,900000.0,Defensive Midfield,manchester-united
19,Paul Pogba,81000000.0,Central Midfield,manchester-united
20,Ander Herrera,27000000.0,Central Midfield,manchester-united
21,Marouane Fellaini,10800000.0,Central Midfield,manchester-united
22,Scott McTominay,6300000.0,Central Midfield,manchester-united
23,Ethan Hamilton,0.0,Central Midfield,manchester-united
24,Jesse Lingard,31500000.0,Attacking Midfield,manchester-united
25,Henrikh Mkhitaryan,31500000.0,Attacking Midfield,manchester-united
26,Juan Mata,27000000.0,Attacking Midfield,manchester-united
27,Angel Gomes,0.0,Attacking Midfield,manchester-united
28,Marcus Rashford,58500000.0,Left Winger,manchester-united
29,Romelu Lukaku,81000000.0,Centre-Forward,manchester-united
30,Alexis Sánchez,63000000.0,Centre-Forward,manchester-united
31,Anthony Martial,58500000.0,Centre-Forward,manchester-united
32,Wayne Rooney,9000000.0,Centre-Forward,manchester-united
33,Zlatan Ibrahimovic,3600000.0,Centre-Forward,manchester-united
34,James Wilson,1800000.0,Centre-Forward,manchester-united
0,David Ospina,4500000.0,Goalkeeper,fc-arsenal
1,Petr Cech,2700000.0,Goalkeeper,fc-arsenal
2,Matt Macey,450000.0,Goalkeeper,fc-arsenal
3,Dejan Iliev,0.0,Goalkeeper,fc-arsenal
4,Shkodran Mustafi,22500000.0,Centre-Back,fc-arsenal
5,Laurent Koscielny,13500000.0,Centre-Back,fc-arsenal
6,Rob Holding,6300000.0,Centre-Back,fc-arsenal
7,Konstantinos Mavropanos,2700000.0,Centre-Back,fc-arsenal
8,Per Mertesacker,900000.0,Centre-Back,fc-arsenal
9,Sead Kolasinac,16200000.0,Left-Back,fc-arsenal
10,Nacho Monreal,11700000.0,Left-Back,fc-arsenal
11,Cohen Bramall,225000.0,Left-Back,fc-arsenal
12,Héctor Bellerín,36000000.0,Right-Back,fc-arsenal
13,Calum Chambers,12600000.0,Right-Back,fc-arsenal
14,Mathieu Debuchy,4050000.0,Right-Back,fc-arsenal
15,Carl Jenkinson,3150000.0,Right-Back,fc-arsenal
16,Jordi Osei-Tutu,0.0,Right-Back,fc-arsenal
17,Granit Xhaka,36000000.0,Defensive Midfield,fc-arsenal
18,Francis Coquelin,10800000.0,Defensive Midfield,fc-arsenal
19,Mohamed Elneny,9000000.0,Defensive Midfield,fc-arsenal
20,Krystian Bielik,1800000.0,Defensive Midfield,fc-arsenal
21,Josh Dasilva,0.0,Defensive Midfield,fc-arsenal
22,Charlie Gilmour,0.0,Defensive Midfield,fc-arsenal
23,Ben Sheaf,0.0,Defensive Midfield,fc-arsenal
24,Aaron Ramsey,40500000.0,Central Midfield,fc-arsenal
25,Alex Oxlade-Chamberlain,36000000.0,Central Midfield,fc-arsenal
26,Jack Wilshere,18000000.0,Central Midfield,fc-arsenal
27,Santi Cazorla,2250000.0,Central Midfield,fc-arsenal
28,Marcus McGuane,450000.0,Central Midfield,fc-arsenal
29,Joe Willock,0.0,Central Midfield,fc-arsenal
30,Ainsley Maitland-Niles,6300000.0,Right Midfield,fc-arsenal
31,Mesut Özil,45000000.0,Attacking Midfield,fc-arsenal
32,Henrikh Mkhitaryan,31500000.0,Attacking Midfield,fc-arsenal
33,Jeff Reine-Adélaïde,2700000.0,Attacking Midfield,fc-arsenal
34,Vlad Dragomir,45000.0,Attacking Midfield,fc-arsenal
35,Alex Iwobi,13500000.0,Left Winger,fc-arsenal
36,Theo Walcott,18000000.0,Right Winger,fc-arsenal
37,Reiss Nelson,0.0,Right Winger,fc-arsenal
38,Pierre-Emerick Aubameyang,67500000.0,Centre-Forward,fc-arsenal
39,Alexis Sánchez,63000000.0,Centre-Forward,fc-arsenal
40,Alexandre Lacazette,54000000.0,Centre-Forward,fc-arsenal
41,Olivier Giroud,16200000.0,Centre-Forward,fc-arsenal
42,Danny Welbeck,13500000.0,Centre-Forward,fc-arsenal
43,Chuba Akpom,1080000.0,Centre-Forward,fc-arsenal
44,Eddie Nketiah,0.0,Centre-Forward,fc-arsenal
0,Ederson,45000000.0,Goalkeeper,manchester-city
1,Joe Hart,9000000.0,Goalkeeper,manchester-city
2,Claudio Bravo,3150000.0,Goalkeeper,manchester-city
3,Angus Gunn,1800000.0,Goalkeeper,manchester-city
4,John Stones,45000000.0,Centre-Back,manchester-city
5,Aymeric Laporte,45000000.0,Centre-Back,manchester-city
6,Nicolás Otamendi,31500000.0,Centre-Back,manchester-city
7,Eliaquim Mangala,13500000.0,Centre-Back,manchester-city
8,Vincent Kompany,9000000.0,Centre-Back,manchester-city
9,Tosin Adarabioyo,900000.0,Centre-Back,manchester-city
10,Benjamin Mendy,36000000.0,Left-Back,manchester-city
11,Oleksandr Zinchenko,6300000.0,Left-Back,manchester-city
12,Kyle Walker,45000000.0,Right-Back,manchester-city
13,Danilo,18000000.0,Right-Back,manchester-city
14,Demeaco Duhaney,0.0,Right-Back,manchester-city
15,Fernandinho,13500000.0,Defensive Midfield,manchester-city
16,Ilkay Gündogan,36000000.0,Central Midfield,manchester-city
17,Fabian Delph,13500000.0,Central Midfield,manchester-city
18,Phil Foden,6300000.0,Central Midfield,manchester-city
19,Yaya Touré,2250000.0,Central Midfield,manchester-city
20,Tom Dele-Bashiru,0.0,Central Midfield,manchester-city
21,Kevin De Bruyne,135000000.0,Attacking Midfield,manchester-city
22,Bernardo Silva,45000000.0,Attacking Midfield,manchester-city
23,David Silva,27000000.0,Attacking Midfield,manchester-city
24,Brahim Díaz,4500000.0,Attacking Midfield,manchester-city
25,Raheem Sterling,81000000.0,Left Winger,manchester-city
26,Leroy Sané,81000000.0,Left Winger,manchester-city
27,Jack Harrison,3150000.0,Left Winger,manchester-city
28,Patrick Roberts,6750000.0,Right Winger,manchester-city
29,Sergio Agüero,72000000.0,Centre-Forward,manchester-city
30,Gabriel Jesus,72000000.0,Centre-Forward,manchester-city
31,Lukas Nmecha,0.0,Centre-Forward,manchester-city
0,Hugo Lloris,22500000.0,Goalkeeper,tottenham-hotspur
1,Michel Vorm,2250000.0,Goalkeeper,tottenham-hotspur
2,Paulo Gazzaniga,900000.0,Goalkeeper,tottenham-hotspur
3,Alfie Whiteman,0.0,Goalkeeper,tottenham-hotspur
4,Toby Alderweireld,36000000.0,Centre-Back,tottenham-hotspur
5,Davinson Sánchez,36000000.0,Centre-Back,tottenham-hotspur
6,Eric Dier,36000000.0,Centre-Back,tottenham-hotspur
7,Jan Vertonghen,28800000.0,Centre-Back,tottenham-hotspur
8,Kevin Wimmer,9000000.0,Centre-Back,tottenham-hotspur
9,Juan Foyth,4500000.0,Centre-Back,tottenham-hotspur
10,Cameron Carter-Vickers,900000.0,Centre-Back,tottenham-hotspur
11,Danny Rose,27000000.0,Left-Back,tottenham-hotspur
12,Ben Davies,22500000.0,Left-Back,tottenham-hotspur
13,Kieran Trippier,18000000.0,Right-Back,tottenham-hotspur
14,Serge Aurier,18000000.0,Right-Back,tottenham-hotspur
15,Kyle Walker-Peters,2700000.0,Right-Back,tottenham-hotspur
16,Victor Wanyama,27000000.0,Defensive Midfield,tottenham-hotspur
17,Harry Winks,13500000.0,Defensive Midfield,tottenham-hotspur
18,Luke Amos,90000.0,Defensive Midfield,tottenham-hotspur
19,Moussa Sissoko,16200000.0,Central Midfield,tottenham-hotspur
20,Mousa Dembélé,16200000.0,Central Midfield,tottenham-hotspur
21,Josh Onomah,2700000.0,Central Midfield,tottenham-hotspur
22,Tashan Oakley-Boothe,0.0,Central Midfield,tottenham-hotspur
23,Anthony Georgiou,0.0,Left Midfield,tottenham-hotspur
24,Dele Alli,90000000.0,Attacking Midfield,tottenham-hotspur
25,Christian Eriksen,72000000.0,Attacking Midfield,tottenham-hotspur
26,Heung-min Son,45000000.0,Left Winger,tottenham-hotspur
27,Georges-Kevin N'Koudou,6300000.0,Left Winger,tottenham-hotspur
28,Lucas Moura,25200000.0,Right Winger,tottenham-hotspur
29,Erik Lamela,18000000.0,Right Winger,tottenham-hotspur
30,Harry Kane,135000000.0,Centre-Forward,tottenham-hotspur
31,Vincent Janssen,8100000.0,Centre-Forward,tottenham-hotspur
32,Fernando Llorente,6300000.0,Centre-Forward,tottenham-hotspur
33,Kazaiah Sterling,0.0,Centre-Forward,tottenham-hotspur
0,Loris Karius,10800000.0,Goalkeeper,fc-liverpool
1,Simon Mignolet,9000000.0,Goalkeeper,fc-liverpool
2,Danny Ward,2250000.0,Goalkeeper,fc-liverpool
3,Ádám Bogdán,900000.0,Goalkeeper,fc-liverpool
4,Virgil van Dijk,45000000.0,Centre-Back,fc-liverpool
5,Joel Matip,22500000.0,Centre-Back,fc-liverpool
6,Joe Gomez,19800000.0,Centre-Back,fc-liverpool
7,Dejan Lovren,18000000.0,Centre-Back,fc-liverpool
8,Ragnar Klavan,3150000.0,Centre-Back,fc-liverpool
9,Conor Masterson,0.0,Centre-Back,fc-liverpool
10,Andrew Robertson,22500000.0,Left-Back,fc-liverpool
11,Alberto Moreno,9000000.0,Left-Back,fc-liverpool
12,Trent Alexander-Arnold,22500000.0,Right-Back,fc-liverpool
13,Nathaniel Clyne,18000000.0,Right-Back,fc-liverpool
14,Jon Flanagan,2250000.0,Right-Back,fc-liverpool
15,Connor Randall,450000.0,Right-Back,fc-liverpool
16,Emre Can,27000000.0,Defensive Midfield,fc-liverpool
17,Marko Grujic,4500000.0,Defensive Midfield,fc-liverpool
18,Alex Oxlade-Chamberlain,36000000.0,Central Midfield,fc-liverpool
19,Georginio Wijnaldum,27000000.0,Central Midfield,fc-liverpool
20,Jordan Henderson,22500000.0,Central Midfield,fc-liverpool
21,James Milner,13500000.0,Central Midfield,fc-liverpool
22,Curtis Jones,0.0,Central Midfield,fc-liverpool
23,Philippe Coutinho,90000000.0,Attacking Midfield,fc-liverpool
24,Adam Lallana,22500000.0,Attacking Midfield,fc-liverpool
25,Ben Woodburn,4500000.0,Attacking Midfield,fc-liverpool
26,Sadio Mané,63000000.0,Left Winger,fc-liverpool
27,Mohamed Salah,135000000.0,Right Winger,fc-liverpool
28,Lazar Markovic,7200000.0,Right Winger,fc-liverpool
29,Sheyi Ojo,2250000.0,Right Winger,fc-liverpool
30,Roberto Firmino,72000000.0,Centre-Forward,fc-liverpool
31,Daniel Sturridge,13500000.0,Centre-Forward,fc-liverpool
32,Divock Origi,9000000.0,Centre-Forward,fc-liverpool
33,Dominic Solanke,9000000.0,Centre-Forward,fc-liverpool
34,Danny Ings,7200000.0,Centre-Forward,fc-liverpool
0,Jordan Pickford,27000000.0,Goalkeeper,fc-everton
1,Joel Robles,3150000.0,Goalkeeper,fc-everton
2,Maarten Stekelenburg,900000.0,Goalkeeper,fc-everton
3,Mateusz Hewelt,0.0,Goalkeeper,fc-everton
4,Michael Keane,18000000.0,Centre-Back,fc-everton
5,Eliaquim Mangala,13500000.0,Centre-Back,fc-everton
6,Ramiro Funes Mori,9000000.0,Centre-Back,fc-everton
7,Mason Holgate,6300000.0,Centre-Back,fc-everton
8,Ashley Williams,4500000.0,Centre-Back,fc-everton
9,Phil Jagielka,1350000.0,Centre-Back,fc-everton
10,Tyias Browning,900000.0,Centre-Back,fc-everton
11,Matthew Pennington,450000.0,Centre-Back,fc-everton
12,Morgan Feeney,0.0,Centre-Back,fc-everton
13,Michael Collins,0.0,Centre-Back,fc-everton
14,Leighton Baines,7200000.0,Left-Back,fc-everton
15,Brendan Galloway,2700000.0,Left-Back,fc-everton
16,Luke Garbutt,900000.0,Left-Back,fc-everton
17,Seamus Coleman,10800000.0,Right-Back,fc-everton
18,Jonjoe Kenny,4500000.0,Right-Back,fc-everton
19,Cuco Martina,2250000.0,Right-Back,fc-everton
20,Morgan Schneiderlin,18000000.0,Defensive Midfield,fc-everton
21,Idrissa Gueye,18000000.0,Defensive Midfield,fc-everton
22,Muhamed Besic,4500000.0,Defensive Midfield,fc-everton
23,Gareth Barry,900000.0,Defensive Midfield,fc-everton
24,Alex Denny,0.0,Defensive Midfield,fc-everton
25,Tom Davies,13500000.0,Central Midfield,fc-everton
26,James McCarthy,7200000.0,Central Midfield,fc-everton
27,Beni Baningime,2700000.0,Central Midfield,fc-everton
28,Harry Charsley,225000.0,Central Midfield,fc-everton
29,Stephen Duke-McKenna,0.0,Right Midfield,fc-everton
30,Gylfi Sigurdsson,27000000.0,Attacking Midfield,fc-everton
31,Davy Klaassen,13500000.0,Attacking Midfield,fc-everton
32,Nikola Vlasic,7200000.0,Attacking Midfield,fc-everton
33,Yannick Bolasie,16200000.0,Left Winger,fc-everton
34,Ademola Lookman,10800000.0,Left Winger,fc-everton
35,Anthony Gordon,0.0,Left Winger,fc-everton
36,Theo Walcott,18000000.0,Right Winger,fc-everton
37,Kevin Mirallas,6300000.0,Right Winger,fc-everton
38,Aaron Lennon,4500000.0,Right Winger,fc-everton
39,Shani Tarashaj,1800000.0,Second Striker,fc-everton
40,Cenk Tosun,20700000.0,Centre-Forward,fc-everton
41,Dominic Calvert-Lewin,13500000.0,Centre-Forward,fc-everton
42,Sandro Ramírez,9000000.0,Centre-Forward,fc-everton
43,Wayne Rooney,9000000.0,Centre-Forward,fc-everton
44,Oumar Niasse,7200000.0,Centre-Forward,fc-everton
45,Nathan Broadhead,0.0,Centre-Forward,fc-everton
46,Shayne Lavery,0.0,Centre-Forward,fc-everton
47,Fraser Hornby,0.0,Centre-Forward,fc-everton
0,Joe Hart,9000000.0,Goalkeeper,west-ham-united
1,Adrián,4500000.0,Goalkeeper,west-ham-united
2,Nathan Trott,0.0,Goalkeeper,west-ham-united
3,Angelo Ogbonna,8100000.0,Centre-Back,west-ham-united
4,Winston Reid,6300000.0,Centre-Back,west-ham-united
5,Reece Oxford,4500000.0,Centre-Back,west-ham-united
6,José Fonte,1800000.0,Centre-Back,west-ham-united
7,Reece Burke,900000.0,Centre-Back,west-ham-united
8,James Collins,900000.0,Centre-Back,west-ham-united
9,Josh Pask,90000.0,Centre-Back,west-ham-united
10,Aaron Cresswell,10800000.0,Left-Back,west-ham-united
11,Arthur Masuaku,6300000.0,Left-Back,west-ham-united
12,Patrice Evra,900000.0,Left-Back,west-ham-united
13,Vashon Neufville,0.0,Left-Back,west-ham-united
14,Pablo Zabaleta,4500000.0,Right-Back,west-ham-united
15,Sam Byram,3600000.0,Right-Back,west-ham-united
16,Ben Johnson,0.0,Right-Back,west-ham-united
17,Cheikhou Kouyaté,10800000.0,Defensive Midfield,west-ham-united
18,Declan Rice,9000000.0,Defensive Midfield,west-ham-united
19,João Mário,22500000.0,Central Midfield,west-ham-united
20,Pedro Obiang,7200000.0,Central Midfield,west-ham-united
21,Mark Noble,6300000.0,Central Midfield,west-ham-united
22,Edimilson Fernandes,4500000.0,Central Midfield,west-ham-united
23,Josh Cullen,900000.0,Central Midfield,west-ham-united
24,Moses Makasi,0.0,Central Midfield,west-ham-united
25,Domingos Quina,0.0,Central Midfield,west-ham-united
26,Manuel Lanzini,18000000.0,Attacking Midfield,west-ham-united
27,Marcus Browne,225000.0,Attacking Midfield,west-ham-united
28,André Ayew,13500000.0,Left Winger,west-ham-united
29,Sead Haksabanovic,1350000.0,Left Winger,west-ham-united
30,Martin Samuelsen,225000.0,Left Winger,west-ham-united
31,Nathan Holland,0.0,Left Winger,west-ham-united
32,Grady Diangana,0.0,Left Winger,west-ham-united
33,Robert Snodgrass,6300000.0,Right Winger,west-ham-united
34,Marko Arnautovic,22500000.0,Centre-Forward,west-ham-united
35,Chicharito,13500000.0,Centre-Forward,west-ham-united
36,Michail Antonio,13500000.0,Centre-Forward,west-ham-united
37,Andy Carroll,9000000.0,Centre-Forward,west-ham-united
38,Jordan Hugill,7200000.0,Centre-Forward,west-ham-united
39,Diafra Sakho,4500000.0,Centre-Forward,west-ham-united
40,Toni Martínez,1350000.0,Centre-Forward,west-ham-united
0,Kasper Schmeichel,9000000.0,Goalkeeper,leicester-city
1,Eldin Jakupovic,900000.0,Goalkeeper,leicester-city
2,Ben Hamer,450000.0,Goalkeeper,leicester-city
3,Harry Maguire,22500000.0,Centre-Back,leicester-city
4,Aleksandar Dragovic,9000000.0,Centre-Back,leicester-city
