,0,1,2,3
38,Victor Moses,9900000.0,Right Midfield,fc-chelsea
39,Danilo Pantic,2480000.0,Attacking Midfield,fc-chelsea
40,Charly Musonda Jr.,1800000.0,Attacking Midfield,fc-chelsea
41,Nathan,810000.0,Attacking Midfield,fc-chelsea
42,Eden Hazard,135000000.0,Left Winger,fc-chelsea
43,Kenedy,9000000.0,Left Winger,fc-chelsea
44,Christian Pulisic,54000000.0,Right Winger,fc-chelsea
45,Willian,36000000.0,Right Winger,fc-chelsea
46,Callum Hudson-Odoi,31500000.0,Right Winger,fc-chelsea
47,Pedro,18000000.0,Right Winger,fc-chelsea
48,Lucas Piazon,1350000.0,Right Winger,fc-chelsea
49,Álvaro Morata,45000000.0,Centre-Forward,fc-chelsea
50,Gonzalo Higuaín,31500000.0,Centre-Forward,fc-chelsea
51,Michy Batshuayi,27000000.0,Centre-Forward,fc-chelsea
52,Tammy Abraham,18000000.0,Centre-Forward,fc-chelsea
53,Olivier Giroud,13500000.0,Centre-Forward,fc-chelsea
0,Alisson,72000000.0,Goalkeeper,fc-liverpool
1,Simon Mignolet,7200000.0,Goalkeeper,fc-liverpool
2,Loris Karius,4500000.0,Goalkeeper,fc-liverpool
3,Ádám Bogdán,450000.0,Goalkeeper,fc-liverpool
4,Kamil Grabara,360000.0,Goalkeeper,fc-liverpool
5,Caoimhin Kelleher,0.0,Goalkeeper,fc-liverpool
6,Virgil van Dijk,81000000.0,Centre-Back,fc-liverpool
7,Joe Gomez,31500000.0,Centre-Back,fc-liverpool
8,Joel Matip,27000000.0,Centre-Back,fc-liverpool
9,Dejan Lovren,18000000.0,Centre-Back,fc-liverpool
10,Andrew Robertson,54000000.0,Left-Back,fc-liverpool
11,Alberto Moreno,8100000.0,Left-Back,fc-liverpool
12,Trent Alexander-Arnold,72000000.0,Right-Back,fc-liverpool
13,Nathaniel Clyne,10800000.0,Right-Back,fc-liverpool
14,Connor Randall,450000.0,Right-Back,fc-liverpool
15,Ki-Jana Hoever,0.0,Right-Back,fc-liverpool
16,Fabinho,45000000.0,Defensive Midfield,fc-liverpool
17,Marko Grujic,18000000.0,Defensive Midfield,fc-liverpool
18,Naby Keïta,54000000.0,Central Midfield,fc-liverpool
19,Georginio Wijnaldum,45000000.0,Central Midfield,fc-liverpool
20,Jordan Henderson,31500000.0,Central Midfield,fc-liverpool
21,Alex Oxlade-Chamberlain,31500000.0,Central Midfield,fc-liverpool
22,James Milner,13500000.0,Central Midfield,fc-liverpool
23,Curtis Jones,0.0,Central Midfield,fc-liverpool
24,Adam Lallana,13500000.0,Attacking Midfield,fc-liverpool
25,Ben Woodburn,4500000.0,Attacking Midfield,fc-liverpool
26,Isaac Christie-Davies,0.0,Attacking Midfield,fc-liverpool
27,Sadio Mané,108000000.0,Left Winger,fc-liverpool
28,Rafael Camacho,0.0,Left Winger,fc-liverpool
29,Mohamed Salah,135000000.0,Right Winger,fc-liverpool
30,Xherdan Shaqiri,22500000.0,Right Winger,fc-liverpool
31,Harry Wilson,10800000.0,Right Winger,fc-liverpool
32,Sheyi Ojo,1800000.0,Right Winger,fc-liverpool
33,Roberto Firmino,72000000.0,Centre-Forward,fc-liverpool
34,Divock Origi,18000000.0,Centre-Forward,fc-liverpool
35,Dominic Solanke,16200000.0,Centre-Forward,fc-liverpool
36,Danny Ings,13500000.0,Centre-Forward,fc-liverpool
37,Daniel Sturridge,13500000.0,Centre-Forward,fc-liverpool
38,Rhian Brewster,0.0,Centre-Forward,fc-liverpool
0,David de Gea,58500000.0,Goalkeeper,manchester-united
1,Sergio Romero,3150000.0,Goalkeeper,manchester-united
2,Joel Pereira,765000.0,Goalkeeper,manchester-united
3,Lee Grant,675000.0,Goalkeeper,manchester-united
4,Victor Lindelöf,31500000.0,Centre-Back,manchester-united
5,Eric Bailly,22500000.0,Centre-Back,manchester-united
6,Phil Jones,18000000.0,Centre-Back,manchester-united
7,Chris Smalling,18000000.0,Centre-Back,manchester-united
8,Marcos Rojo,10800000.0,Centre-Back,manchester-united
9,Axel Tuanzebe,6300000.0,Centre-Back,manchester-united
10,Luke Shaw,27000000.0,Left-Back,manchester-united
11,Ashley Young,4500000.0,Left-Back,manchester-united
12,Cameron Borthwick-Jackson,900000.0,Left-Back,manchester-united
13,Brandon Williams,0.0,Left-Back,manchester-united
14,Diogo Dalot,18000000.0,Right-Back,manchester-united
15,Matteo Darmian,9000000.0,Right-Back,manchester-united
16,Timothy Fosu-Mensah,6300000.0,Right-Back,manchester-united
17,Antonio Valencia,4500000.0,Right-Back,manchester-united
18,Nemanja Matic,27000000.0,Defensive Midfield,manchester-united
19,James Garner,0.0,Defensive Midfield,manchester-united
20,Paul Pogba,90000000.0,Central Midfield,manchester-united
21,Fred,27000000.0,Central Midfield,manchester-united
22,Ander Herrera,22500000.0,Central Midfield,manchester-united
23,Marouane Fellaini,10800000.0,Central Midfield,manchester-united
24,Scott McTominay,10800000.0,Central Midfield,manchester-united
25,Jesse Lingard,36000000.0,Attacking Midfield,manchester-united
26,Juan Mata,18000000.0,Attacking Midfield,manchester-united
27,Andreas Pereira,9000000.0,Attacking Midfield,manchester-united
28,Angel Gomes,0.0,Attacking Midfield,manchester-united
29,Marcus Rashford,72000000.0,Left Winger,manchester-united
30,Tahith Chong,0.0,Right Winger,manchester-united
31,Mason Greenwood,0.0,Right Winger,manchester-united
32,Romelu Lukaku,67500000.0,Centre-Forward,manchester-united
33,Anthony Martial,54000000.0,Centre-Forward,manchester-united
34,Alexis Sánchez,31500000.0,Centre-Forward,manchester-united
35,James Wilson,1350000.0,Centre-Forward,manchester-united
0,Hugo Lloris,22500000.0,Goalkeeper,tottenham-hotspur
1,Paulo Gazzaniga,1800000.0,Goalkeeper,tottenham-hotspur
2,Michel Vorm,900000.0,Goalkeeper,tottenham-hotspur
3,Alfie Whiteman,0.0,Goalkeeper,tottenham-hotspur
4,Davinson Sánchez,49500000.0,Centre-Back,tottenham-hotspur
5,Toby Alderweireld,36000000.0,Centre-Back,tottenham-hotspur
6,Eric Dier,36000000.0,Centre-Back,tottenham-hotspur
7,Jan Vertonghen,25200000.0,Centre-Back,tottenham-hotspur
8,Juan Foyth,13500000.0,Centre-Back,tottenham-hotspur
9,Cameron Carter-Vickers,1350000.0,Centre-Back,tottenham-hotspur
10,Danny Rose,22500000.0,Left-Back,tottenham-hotspur
11,Ben Davies,22500000.0,Left-Back,tottenham-hotspur
12,Kieran Trippier,31500000.0,Right-Back,tottenham-hotspur
13,Serge Aurier,16200000.0,Right-Back,tottenham-hotspur
14,Kyle Walker-Peters,3150000.0,Right-Back,tottenham-hotspur
15,Timothy Eyoma,0.0,Right-Back,tottenham-hotspur
16,Harry Winks,22500000.0,Defensive Midfield,tottenham-hotspur
17,Victor Wanyama,18000000.0,Defensive Midfield,tottenham-hotspur
18,Oliver Skipp,4500000.0,Defensive Midfield,tottenham-hotspur
19,Luke Amos,90000.0,Defensive Midfield,tottenham-hotspur
20,George Marsh,0.0,Defensive Midfield,tottenham-hotspur
21,Moussa Sissoko,22500000.0,Central Midfield,tottenham-hotspur
22,Mousa Dembélé,10800000.0,Central Midfield,tottenham-hotspur
23,Josh Onomah,2700000.0,Central Midfield,tottenham-hotspur
24,Christian Eriksen,90000000.0,Attacking Midfield,tottenham-hotspur
25,Dele Alli,81000000.0,Attacking Midfield,tottenham-hotspur
26,Heung-min Son,72000000.0,Left Winger,tottenham-hotspur
27,Georges-Kevin N'Koudou,4500000.0,Left Winger,tottenham-hotspur
28,Lucas Moura,36000000.0,Right Winger,tottenham-hotspur
29,Erik Lamela,16200000.0,Right Winger,tottenham-hotspur
30,Harry Kane,135000000.0,Centre-Forward,tottenham-hotspur
31,Vincent Janssen,7200000.0,Centre-Forward,tottenham-hotspur
32,Fernando Llorente,3150000.0,Centre-Forward,tottenham-hotspur
33,Kazaiah Sterling,0.0,Centre-Forward,tottenham-hotspur
0,Bernd Leno,27000000.0,Goalkeeper,fc-arsenal
1,David Ospina,3600000.0,Goalkeeper,fc-arsenal
2,Petr Cech,2250000.0,Goalkeeper,fc-arsenal
3,Emiliano Martínez,1800000.0,Goalkeeper,fc-arsenal
4,Matt Macey,225000.0,Goalkeeper,fc-arsenal
5,Dejan Iliev,0.0,Goalkeeper,fc-arsenal
6,Shkodran Mustafi,22500000.0,Centre-Back,fc-arsenal
7,Sokratis Papastathopoulos,18000000.0,Centre-Back,fc-arsenal
8,Rob Holding,10800000.0,Centre-Back,fc-arsenal
9,Laurent Koscielny,7200000.0,Centre-Back,fc-arsenal
10,Konstantinos Mavropanos,2700000.0,Centre-Back,fc-arsenal
11,Julio Pleguezuelo,270000.0,Centre-Back,fc-arsenal
12,Zech Medley,0.0,Centre-Back,fc-arsenal
13,Sead Kolasinac,18000000.0,Left-Back,fc-arsenal
14,Nacho Monreal,7200000.0,Left-Back,fc-arsenal
15,Héctor Bellerín,36000000.0,Right-Back,fc-arsenal
16,Calum Chambers,12600000.0,Right-Back,fc-arsenal
17,Carl Jenkinson,1800000.0,Right-Back,fc-arsenal
18,Stephan Lichtsteiner,1350000.0,Right-Back,fc-arsenal
19,Jordi Osei-Tutu,0.0,Right-Back,fc-arsenal
20,Lucas Torreira,49500000.0,Defensive Midfield,fc-arsenal
21,Granit Xhaka,40500000.0,Defensive Midfield,fc-arsenal
22,Mohamed Elneny,7200000.0,Defensive Midfield,fc-arsenal
23,Krystian Bielik,1800000.0,Defensive Midfield,fc-arsenal
24,Charlie Gilmour,0.0,Defensive Midfield,fc-arsenal
25,Aaron Ramsey,36000000.0,Central Midfield,fc-arsenal
26,Mattéo Guendouzi,31500000.0,Central Midfield,fc-arsenal
27,Joe Willock,0.0,Central Midfield,fc-arsenal
28,Ainsley Maitland-Niles,10800000.0,Right Midfield,fc-arsenal
29,Bukayo Saka,0.0,Left Midfield,fc-arsenal
30,Henrikh Mkhitaryan,22500000.0,Attacking Midfield,fc-arsenal
31,Mesut Özil,22500000.0,Attacking Midfield,fc-arsenal
32,Denis Suárez,10800000.0,Attacking Midfield,fc-arsenal
33,Emile Smith Rowe,3600000.0,Attacking Midfield,fc-arsenal
34,Alex Iwobi,22500000.0,Left Winger,fc-arsenal
35,Reiss Nelson,15300000.0,Right Winger,fc-arsenal
36,Takuma Asano,1350000.0,Right Winger,fc-arsenal
37,Alexandre Lacazette,63000000.0,Centre-Forward,fc-arsenal
38,Pierre-Emerick Aubameyang,63000000.0,Centre-Forward,fc-arsenal
39,Danny Welbeck,10800000.0,Centre-Forward,fc-arsenal
40,Eddie Nketiah,7200000.0,Centre-Forward,fc-arsenal
41,Tyreece John-Jules,0.0,Centre-Forward,fc-arsenal
0,Jordan Pickford,36000000.0,Goalkeeper,fc-everton
1,Maarten Stekelenburg,900000.0,Goalkeeper,fc-everton
2,João Virgínia,450000.0,Goalkeeper,fc-everton
3,Michael Keane,27000000.0,Centre-Back,fc-everton
4,Kurt Zouma,22500000.0,Centre-Back,fc-everton
5,Yerry Mina,22500000.0,Centre-Back,fc-everton
6,Mason Holgate,6300000.0,Centre-Back,fc-everton
7,Ashley Williams,1800000.0,Centre-Back,fc-everton
8,Phil Jagielka,900000.0,Centre-Back,fc-everton
9,Matthew Pennington,900000.0,Centre-Back,fc-everton
10,Tyias Browning,765000.0,Centre-Back,fc-everton
11,Lucas Digne,27000000.0,Left-Back,fc-everton
12,Leighton Baines,3150000.0,Left-Back,fc-everton
13,Brendan Galloway,1350000.0,Left-Back,fc-everton
14,Luke Garbutt,675000.0,Left-Back,fc-everton
15,Seamus Coleman,13500000.0,Right-Back,fc-everton
16,Jonjoe Kenny,4500000.0,Right-Back,fc-everton
17,Cuco Martina,1350000.0,Right-Back,fc-everton
18,Idrissa Gueye,22500000.0,Defensive Midfield,fc-everton
19,Morgan Schneiderlin,13500000.0,Defensive Midfield,fc-everton
20,Muhamed Besic,4500000.0,Defensive Midfield,fc-everton
21,André Gomes,25200000.0,Central Midfield,fc-everton
22,Tom Davies,13500000.0,Central Midfield,fc-everton
23,James McCarthy,4500000.0,Central Midfield,fc-everton
24,Beni Baningime,1800000.0,Central Midfield,fc-everton
25,Gylfi Sigurdsson,31500000.0,Attacking Midfield,fc-everton
26,Nikola Vlasic,18000000.0,Attacking Midfield,fc-everton
27,Kieran Dowell,2700000.0,Attacking Midfield,fc-everton
28,Bernard,18000000.0,Left Winger,fc-everton
29,Ademola Lookman,18000000.0,Left Winger,fc-everton
30,Henry Onyekuru,11700000.0,Left Winger,fc-everton
31,Yannick Bolasie,9900000.0,Left Winger,fc-everton
32,Theo Walcott,16200000.0,Right Winger,fc-everton
33,Kevin Mirallas,4500000.0,Right Winger,fc-everton
34,Shani Tarashaj,450000.0,Second Striker,fc-everton
35,Richarlison,45000000.0,Centre-Forward,fc-everton
36,Dominic Calvert-Lewin,18000000.0,Centre-Forward,fc-everton
37,Cenk Tosun,16200000.0,Centre-Forward,fc-everton
38,Oumar Niasse,5400000.0,Centre-Forward,fc-everton
39,Sandro Ramírez,3600000.0,Centre-Forward,fc-everton
0,Kasper Schmeichel,10800000.0,Goalkeeper,leicester-city
1,Danny Ward,7200000.0,Goalkeeper,leicester-city
2,Eldin Jakupovic,675000.0,Goalkeeper,leicester-city
3,Harry Maguire,45000000.0,Centre-Back,leicester-city
4,Caglar Söyüncü,13500000.0,Centre-Back,leicester-city
5,Filip Benkovic,9900000.0,Centre-Back,leicester-city
6,Jonny Evans,9000000.0,Centre-Back,leicester-city
7,Daniel Amartey,6300000.0,Centre-Back,leicester-city
8,Wes Morgan,1800000.0,Centre-Back,leicester-city
9,Josh Knight,0.0,Centre-Back,leicester-city
10,Ben Chilwell,31500000.0,Left-Back,leicester-city
11,Christian Fuchs,2700000.0,Left-Back,leicester-city
12,Callum Elder,225000.0,Left-Back,leicester-city
13,Ricardo Pereira,22500000.0,Right-Back,leicester-city
14,Danny Simpson,3150000.0,Right-Back,leicester-city
15,Wilfred Ndidi,31500000.0,Defensive Midfield,leicester-city
16,Nampalys Mendy,7200000.0,Defensive Midfield,leicester-city
17,Youri Tielemans,34200000.0,Central Midfield,leicester-city
18,Adrien Silva,11700000.0,Central Midfield,leicester-city
19,Vicente Iborra,8100000.0,Central Midfield,leicester-city
20,Hamza Choudhury,4500000.0,Central Midfield,leicester-city
21,Andy King,2250000.0,Central Midfield,leicester-city
22,Matty James,1350000.0,Central Midfield,leicester-city
23,Marc Albrighton,9000000.0,Right Midfield,leicester-city
24,Harvey Barnes,10800000.0,Left Midfield,leicester-city
25,James Maddison,36000000.0,Attacking Midfield,leicester-city
26,Bartosz Kapustka,2250000.0,Attacking Midfield,leicester-city
27,George Thomas,450000.0,Attacking Midfield,leicester-city
28,Khanya Leshabela,90000.0,Attacking Midfield,leicester-city
29,Demarai Gray,18000000.0,Left Winger,leicester-city
30,Rachid Ghezzal,7200000.0,Right Winger,leicester-city
31,Fousseni Diabaté,2700000.0,Right Winger,leicester-city
32,Jamie Vardy,18000000.0,Centre-Forward,leicester-city
33,Kelechi Iheanacho,10800000.0,Centre-Forward,leicester-city
34,Islam Slimani,4500000.0,Centre-Forward,leicester-city
35,Shinji Okazaki,3600000.0,Centre-Forward,leicester-city
36,Leonardo Ulloa,2250000.0,Centre-Forward,leicester-city
0,Lukasz Fabianski,4500000.0,Goalkeeper,west-ham-united
1,Adrián,3150000.0,Goalkeeper,west-ham-united
2,Issa Diop,31500000.0,Centre-Back,west-ham-united
3,Fabián Balbuena,10800000.0,Centre-Back,west-ham-united
4,Angelo Ogbonna,7200000.0,Centre-Back,west-ham-united
5,Winston Reid,4500000.0,Centre-Back,west-ham-united
6,Reece Oxford,3600000.0,Centre-Back,west-ham-united
7,Aaron Cresswell,9000000.0,Left-Back,west-ham-united
8,Arthur Masuaku,6300000.0,Left-Back,west-ham-united
9,Ryan Fredericks,4500000.0,Right-Back,west-ham-united
10,Sam Byram,3150000.0,Right-Back,west-ham-united
11,Pablo Zabaleta,3150000.0,Right-Back,west-ham-united
12,Ben Johnson,0.0,Right-Back,west-ham-united
13,Declan Rice,40500000.0,Defensive Midfield,west-ham-united
14,Carlos Sánchez,1350000.0,Defensive Midfield,west-ham-united
15,Conor Coventry,0.0,Defensive Midfield,west-ham-united
16,Jack Wilshere,9000000.0,Central Midfield,west-ham-united
17,Edimilson Fernandes,7200000.0,Central Midfield,west-ham-united
18,Pedro Obiang,6300000.0,Central Midfield,west-ham-united
19,Mark Noble,6300000.0,Central Midfield,west-ham-united
20,Josh Cullen,900000.0,Central Midfield,west-ham-united
21,Moses Makasi,0.0,Central Midfield,west-ham-united
22,Manuel Lanzini,18000000.0,Attacking Midfield,west-ham-united
23,Samir Nasri,4500000.0,Attacking Midfield,west-ham-united
24,Joe Powell,0.0,Attacking Midfield,west-ham-united
25,Felipe Anderson,36000000.0,Left Winger,west-ham-united
26,Grady Diangana,4500000.0,Left Winger,west-ham-united
27,Nathan Holland,0.0,Left Winger,west-ham-united
28,Andriy Yarmolenko,18000000.0,Right Winger,west-ham-united
29,Robert Snodgrass,6300000.0,Right Winger,west-ham-united
30,Xande Silva,900000.0,Right Winger,west-ham-united
31,Marko Arnautovic,31500000.0,Centre-Forward,west-ham-united
32,Michail Antonio,13500000.0,Centre-Forward,west-ham-united
33,Chicharito,10800000.0,Centre-Forward,west-ham-united
34,Andy Carroll,7200000.0,Centre-Forward,west-ham-united
35,Jordan Hugill,5400000.0,Centre-Forward,west-ham-united
36,Lucas Pérez,3600000.0,Centre-Forward,west-ham-united
0,Angus Gunn,9000000.0,Goalkeeper,fc-southampton
1,Fraser Forster,7200000.0,Goalkeeper,fc-southampton
2,Alex McCarthy,4500000.0,Goalkeeper,fc-southampton
3,Harry Lewis,180000.0,Goalkeeper,fc-southampton
4,Jack Rose,90000.0,Goalkeeper,fc-southampton
5,Jannik Vestergaard,18000000.0,Centre-Back,fc-southampton
6,Jan Bednarek,13500000.0,Centre-Back,fc-southampton
7,Wesley Hoedt,10800000.0,Centre-Back,fc-southampton
8,Jack Stephens,7200000.0,Centre-Back,fc-southampton
9,Maya Yoshida,6300000.0,Centre-Back,fc-southampton
10,Alfie Jones,90000.0,Centre-Back,fc-southampton
11,Ryan Bertrand,13500000.0,Left-Back,fc-southampton
12,Matt Targett,6300000.0,Left-Back,fc-southampton
13,Sam McQueen,900000.0,Left-Back,fc-southampton
14,Cédric Soares,10800000.0,Right-Back,fc-southampton
15,Yan Valery,6300000.0,Right-Back,fc-southampton
16,Kayne Ramsay,0.0,Right-Back,fc-southampton
17,Mario Lemina,13500000.0,Defensive Midfield,fc-southampton
18,Oriol Romeu,9000000.0,Defensive Midfield,fc-southampton
19,Jordy Clasie,4950000.0,Defensive Midfield,fc-southampton
20,Harrison Reed,1800000.0,Defensive Midfield,fc-southampton
21,James Ward-Prowse,16200000.0,Central Midfield,fc-southampton
22,Pierre-Emile Höjbjerg,13500000.0,Central Midfield,fc-southampton
23,Stuart Armstrong,7200000.0,Central Midfield,fc-southampton
24,Steven Davis,1800000.0,Central Midfield,fc-southampton
25,Callum Slattery,0.0,Central Midfield,fc-southampton
26,Tyreke Johnson,0.0,Left Midfield,fc-southampton
27,Sofiane Boufal,10800000.0,Attacking Midfield,fc-southampton
28,Jake Hesketh,0.0,Attacking Midfield,fc-southampton
29,Nathan Redmond,18000000.0,Left Winger,fc-southampton
30,Mohamed Elyounoussi,13500000.0,Left Winger,fc-southampton
31,Josh Sims,1800000.0,Right Winger,fc-southampton
32,Danny Ings,13500000.0,Centre-Forward,fc-southampton
33,Manolo Gabbiadini,10800000.0,Centre-Forward,fc-southampton
34,Charlie Austin,7200000.0,Centre-Forward,fc-southampton
35,Guido Carrillo,6750000.0,Centre-Forward,fc-southampton
36,Shane Long,6300000.0,Centre-Forward,fc-southampton
37,Sam Gallagher,2700000.0,Centre-Forward,fc-southampton
38,Michael Obafemi,900000.0,Centre-Forward,fc-southampton
39,Marcus Barnes,0.0,Centre-Forward,fc-southampton
0,Wayne Hennessey,4500000.0,Goalkeeper,crystal-palace
1,Vicente Guaita,4500000.0,Goalkeeper,crystal-palace
2,Julián Speroni,225000.0,Goalkeeper,crystal-palace
3,Dion Henry,45000.0,Goalkeeper,crystal-palace
4,Joe Tupper,0.0,Goalkeeper,crystal-palace
5,Mamadou Sakho,13500000.0,Centre-Back,crystal-palace
6,James Tomkins,7200000.0,Centre-Back,crystal-palace
7,Scott Dann,3600000.0,Centre-Back,crystal-palace
8,Ryan Inniss,135000.0,Centre-Back,crystal-palace
9,Sam Woods,0.0,Centre-Back,crystal-palace
10,Patrick van Aanholt,9000000.0,Left-Back,crystal-palace
11,Pape Souaré,1800000.0,Left-Back,crystal-palace
12,Aaron Wan-Bissaka,31500000.0,Right-Back,crystal-palace
13,Joel Ward,3600000.0,Right-Back,crystal-palace
14,Martin Kelly,2700000.0,Right-Back,crystal-palace
15,Luka Milivojevic,18000000.0,Defensive Midfield,crystal-palace
16,Cheikhou Kouyaté,9000000.0,Defensive Midfield,crystal-palace
17,Jairo Riedewald,4500000.0,Defensive Midfield,crystal-palace
18,James McArthur,6300000.0,Central Midfield,crystal-palace
19,Jason Puncheon,2700000.0,Central Midfield,crystal-palace
20,Luke Dreher,0.0,Central Midfield,crystal-palace
21,Nya Kirby,0.0,Central Midfield,crystal-palace
22,Jeffrey Schlupp,9000000.0,Left Midfield,crystal-palace
23,Max Meyer,13500000.0,Attacking Midfield,crystal-palace
24,Jonathan Williams,900000.0,Attacking Midfield,crystal-palace
25,Giovanni McGregor,0.0,Attacking Midfield,crystal-palace
26,Wilfried Zaha,40500000.0,Left Winger,crystal-palace
27,Bakary Sako,3600000.0,Left Winger,crystal-palace
28,Sullay Kaikai,315000.0,Left Winger,crystal-palace
29,Andros Townsend,13500000.0,Right Winger,crystal-palace
30,Jason Lokilo,180000.0,Right Winger,crystal-palace
31,Michy Batshuayi,27000000.0,Centre-Forward,crystal-palace
32,Christian Benteke,13500000.0,Centre-Forward,crystal-palace
33,Jordan Ayew,7200000.0,Centre-Forward,crystal-palace
34,Alexander Sörloth,5400000.0,Centre-Forward,crystal-palace
35,Connor Wickham,2700000.0,Centre-Forward,crystal-palace
0,Sergio Rico,10800000.0,Goalkeeper,fc-fulham
1,Marcus Bettinelli,3600000.0,Goalkeeper,fc-fulham
2,Fabri,3600000.0,Goalkeeper,fc-fulham
3,Alfie Mawson,13500000.0,Centre-Back,fc-fulham
4,Maxime Le Marchand,4500000.0,Centre-Back,fc-fulham
5,Tim Ream,3600000.0,Centre-Back,fc-fulham
6,Havard Nordtveit,3600000.0,Centre-Back,fc-fulham
7,Marcelo Djaló,450000.0,Centre-Back,fc-fulham
