,0,1,2,3
37,Olivier Giroud,19800000.0,Centre-Forward,fc-arsenal
38,Lucas Pérez,13500000.0,Centre-Forward,fc-arsenal
39,Danny Welbeck,13500000.0,Centre-Forward,fc-arsenal
40,Chuba Akpom,900000.0,Centre-Forward,fc-arsenal
41,Yaya Sanogo,900000.0,Centre-Forward,fc-arsenal
0,Simon Mignolet,10800000.0,Goalkeeper,fc-liverpool
1,Loris Karius,7200000.0,Goalkeeper,fc-liverpool
2,Danny Ward,2250000.0,Goalkeeper,fc-liverpool
3,Ádám Bogdán,900000.0,Goalkeeper,fc-liverpool
4,Alexander Manninger,180000.0,Goalkeeper,fc-liverpool
5,Joel Matip,22500000.0,Centre-Back,fc-liverpool
6,Dejan Lovren,15300000.0,Centre-Back,fc-liverpool
7,Mamadou Sakho,13500000.0,Centre-Back,fc-liverpool
8,Joe Gomez,3600000.0,Centre-Back,fc-liverpool
9,Ragnar Klavan,3150000.0,Centre-Back,fc-liverpool
10,Alberto Moreno,9000000.0,Left-Back,fc-liverpool
11,Nathaniel Clyne,18900000.0,Right-Back,fc-liverpool
12,Jon Flanagan,3150000.0,Right-Back,fc-liverpool
13,Andre Wisdom,2480000.0,Right-Back,fc-liverpool
14,Trent Alexander-Arnold,1350000.0,Right-Back,fc-liverpool
15,Connor Randall,450000.0,Right-Back,fc-liverpool
16,Emre Can,13500000.0,Defensive Midfield,fc-liverpool
17,Lucas Leiva,6300000.0,Defensive Midfield,fc-liverpool
18,Marko Grujic,4500000.0,Defensive Midfield,fc-liverpool
19,Kevin Stewart,900000.0,Defensive Midfield,fc-liverpool
20,MJ Williams,90000.0,Defensive Midfield,fc-liverpool
21,Georginio Wijnaldum,25200000.0,Central Midfield,fc-liverpool
22,Jordan Henderson,25200000.0,Central Midfield,fc-liverpool
23,James Milner,10800000.0,Central Midfield,fc-liverpool
24,Ovie Ejaria,450000.0,Central Midfield,fc-liverpool
25,Philippe Coutinho,40500000.0,Attacking Midfield,fc-liverpool
26,Adam Lallana,22500000.0,Attacking Midfield,fc-liverpool
27,Ben Woodburn,1350000.0,Attacking Midfield,fc-liverpool
28,Paulinho,0.0,Attacking Midfield,fc-liverpool
29,Sadio Mané,36000000.0,Left Winger,fc-liverpool
30,Lazar Markovic,9000000.0,Right Winger,fc-liverpool
31,Sheyi Ojo,1800000.0,Right Winger,fc-liverpool
32,Harry Wilson,90000.0,Right Winger,fc-liverpool
33,Roberto Firmino,34200000.0,Centre-Forward,fc-liverpool
34,Daniel Sturridge,18000000.0,Centre-Forward,fc-liverpool
35,Divock Origi,10800000.0,Centre-Forward,fc-liverpool
36,Danny Ings,7200000.0,Centre-Forward,fc-liverpool
37,Rhian Brewster,0.0,Centre-Forward,fc-liverpool
0,Hugo Lloris,21600000.0,Goalkeeper,tottenham-hotspur
1,Michel Vorm,3600000.0,Goalkeeper,tottenham-hotspur
2,Pau López,1350000.0,Goalkeeper,tottenham-hotspur
3,Luke McGee,90000.0,Goalkeeper,tottenham-hotspur
4,Alfie Whiteman,0.0,Goalkeeper,tottenham-hotspur
5,Toby Alderweireld,31500000.0,Centre-Back,tottenham-hotspur
6,Jan Vertonghen,25200000.0,Centre-Back,tottenham-hotspur
7,Eric Dier,22500000.0,Centre-Back,tottenham-hotspur
8,Federico Fazio,8100000.0,Centre-Back,tottenham-hotspur
9,Kevin Wimmer,6300000.0,Centre-Back,tottenham-hotspur
10,Cameron Carter-Vickers,450000.0,Centre-Back,tottenham-hotspur
11,Anton Walkes,90000.0,Centre-Back,tottenham-hotspur
12,Danny Rose,25200000.0,Left-Back,tottenham-hotspur
13,Ben Davies,10800000.0,Left-Back,tottenham-hotspur
14,Kyle Walker,27000000.0,Right-Back,tottenham-hotspur
15,Kieran Trippier,9000000.0,Right-Back,tottenham-hotspur
16,Kyle Walker-Peters,225000.0,Right-Back,tottenham-hotspur
17,Victor Wanyama,22500000.0,Defensive Midfield,tottenham-hotspur
18,Harry Winks,3600000.0,Defensive Midfield,tottenham-hotspur
19,Filip Lesniak,90000.0,Defensive Midfield,tottenham-hotspur
20,Luke Amos,90000.0,Defensive Midfield,tottenham-hotspur
21,Moussa Sissoko,18000000.0,Central Midfield,tottenham-hotspur
22,Nabil Bentaleb,16200000.0,Central Midfield,tottenham-hotspur
23,Mousa Dembélé,16200000.0,Central Midfield,tottenham-hotspur
24,Ryan Mason,7650000.0,Central Midfield,tottenham-hotspur
25,Tom Carroll,5400000.0,Central Midfield,tottenham-hotspur
26,Josh Onomah,2250000.0,Central Midfield,tottenham-hotspur
27,Dele Alli,40500000.0,Attacking Midfield,tottenham-hotspur
28,Christian Eriksen,36000000.0,Attacking Midfield,tottenham-hotspur
29,Heung-min Son,27000000.0,Left Winger,tottenham-hotspur
30,Georges-Kevin N'Koudou,6300000.0,Left Winger,tottenham-hotspur
31,Samuel Shashoua,0.0,Left Winger,tottenham-hotspur
32,Erik Lamela,22500000.0,Right Winger,tottenham-hotspur
33,Clinton N'Jie,6300000.0,Right Winger,tottenham-hotspur
34,Marcus Edwards,0.0,Right Winger,tottenham-hotspur
35,Harry Kane,54000000.0,Centre-Forward,tottenham-hotspur
36,Vincent Janssen,11700000.0,Centre-Forward,tottenham-hotspur
37,Shayon Harrison,0.0,Centre-Forward,tottenham-hotspur
0,Joel Robles,4500000.0,Goalkeeper,fc-everton
1,Maarten Stekelenburg,1800000.0,Goalkeeper,fc-everton
2,Mateusz Hewelt,0.0,Goalkeeper,fc-everton
3,Ramiro Funes Mori,10800000.0,Centre-Back,fc-everton
4,Ashley Williams,7200000.0,Centre-Back,fc-everton
5,Mason Holgate,4500000.0,Centre-Back,fc-everton
6,Phil Jagielka,1800000.0,Centre-Back,fc-everton
7,Tyias Browning,900000.0,Centre-Back,fc-everton
8,Matthew Pennington,450000.0,Centre-Back,fc-everton
9,Leighton Baines,10800000.0,Left-Back,fc-everton
10,Brendan Galloway,2700000.0,Left-Back,fc-everton
11,Bryan Oviedo,2250000.0,Left-Back,fc-everton
12,Luke Garbutt,900000.0,Left-Back,fc-everton
13,Seamus Coleman,15300000.0,Right-Back,fc-everton
14,Jonjoe Kenny,225000.0,Right-Back,fc-everton
15,Morgan Schneiderlin,19800000.0,Defensive Midfield,fc-everton
16,Idrissa Gueye,16200000.0,Defensive Midfield,fc-everton
17,Muhamed Besic,4500000.0,Defensive Midfield,fc-everton
18,Gareth Barry,1350000.0,Defensive Midfield,fc-everton
19,Ross Barkley,22500000.0,Central Midfield,fc-everton
20,James McCarthy,13500000.0,Central Midfield,fc-everton
21,Tom Cleverley,7200000.0,Central Midfield,fc-everton
22,Tom Davies,7200000.0,Central Midfield,fc-everton
23,Darron Gibson,1350000.0,Central Midfield,fc-everton
24,Joe Williams,0.0,Central Midfield,fc-everton
25,Yannick Bolasie,18000000.0,Left Winger,fc-everton
26,Gerard Deulofeu,10800000.0,Left Winger,fc-everton
27,Ademola Lookman,4500000.0,Left Winger,fc-everton
28,Aiden McGeady,3150000.0,Left Winger,fc-everton
29,Kevin Mirallas,11700000.0,Right Winger,fc-everton
30,Aaron Lennon,4500000.0,Right Winger,fc-everton
31,Shani Tarashaj,1800000.0,Second Striker,fc-everton
32,Romelu Lukaku,45000000.0,Centre-Forward,fc-everton
33,Enner Valencia,9000000.0,Centre-Forward,fc-everton
34,Oumar Niasse,8100000.0,Centre-Forward,fc-everton
35,Dominic Calvert-Lewin,3150000.0,Centre-Forward,fc-everton
36,Arouna Koné,1350000.0,Centre-Forward,fc-everton
37,Leandro Rodríguez,900000.0,Centre-Forward,fc-everton
38,Conor McAleny,450000.0,Centre-Forward,fc-everton
0,Adrián,7200000.0,Goalkeeper,west-ham-united
1,Darren Randolph,2250000.0,Goalkeeper,west-ham-united
2,Raphael Spiegel,450000.0,Goalkeeper,west-ham-united
3,Winston Reid,9000000.0,Centre-Back,west-ham-united
4,Angelo Ogbonna,8100000.0,Centre-Back,west-ham-united
5,José Fonte,6300000.0,Centre-Back,west-ham-united
6,Havard Nordtveit,4500000.0,Centre-Back,west-ham-united
7,Reece Oxford,4500000.0,Centre-Back,west-ham-united
8,James Collins,1800000.0,Centre-Back,west-ham-united
9,Reece Burke,900000.0,Centre-Back,west-ham-united
10,Doneil Henry,360000.0,Centre-Back,west-ham-united
11,Aaron Cresswell,10800000.0,Left-Back,west-ham-united
12,Arthur Masuaku,6300000.0,Left-Back,west-ham-united
13,Stephen Hendrie,675000.0,Left-Back,west-ham-united
14,Lewis Page,90000.0,Left-Back,west-ham-united
15,Sam Byram,4050000.0,Right-Back,west-ham-united
16,Álvaro Arbeloa,1350000.0,Right-Back,west-ham-united
17,Sam Westley,45000.0,Right-Back,west-ham-united
18,Alex Pike,0.0,Right-Back,west-ham-united
19,Cheikhou Kouyaté,10800000.0,Defensive Midfield,west-ham-united
20,Declan Rice,0.0,Defensive Midfield,west-ham-united
21,Pedro Obiang,8100000.0,Central Midfield,west-ham-united
22,Mark Noble,6300000.0,Central Midfield,west-ham-united
23,Edimilson Fernandes,4500000.0,Central Midfield,west-ham-united
24,Josh Cullen,450000.0,Central Midfield,west-ham-united
25,Moses Makasi,0.0,Central Midfield,west-ham-united
26,Domingos Quina,0.0,Central Midfield,west-ham-united
27,Dimitri Payet,23400000.0,Attacking Midfield,west-ham-united
28,Manuel Lanzini,13500000.0,Attacking Midfield,west-ham-united
29,Marcus Browne,225000.0,Attacking Midfield,west-ham-united
30,André Ayew,16200000.0,Left Winger,west-ham-united
31,Nathan Holland,0.0,Left Winger,west-ham-united
32,Grady Diangana,0.0,Left Winger,west-ham-united
33,Gökhan Töre,10800000.0,Right Winger,west-ham-united
34,Sofiane Feghouli,10800000.0,Right Winger,west-ham-united
35,Robert Snodgrass,7200000.0,Right Winger,west-ham-united
36,Dan Kemp,0.0,Right Winger,west-ham-united
37,Michail Antonio,16200000.0,Centre-Forward,west-ham-united
38,Simone Zaza,13500000.0,Centre-Forward,west-ham-united
39,Enner Valencia,9000000.0,Centre-Forward,west-ham-united
40,Andy Carroll,9000000.0,Centre-Forward,west-ham-united
41,Diafra Sakho,9000000.0,Centre-Forward,west-ham-united
42,Jonathan Calleri,7200000.0,Centre-Forward,west-ham-united
43,Ashley Fletcher,900000.0,Centre-Forward,west-ham-united
0,Steve Mandanda,7200000.0,Goalkeeper,crystal-palace
1,Wayne Hennessey,3600000.0,Goalkeeper,crystal-palace
2,Julián Speroni,225000.0,Goalkeeper,crystal-palace
3,Kleton Perntreou,0.0,Goalkeeper,crystal-palace
4,Mamadou Sakho,13500000.0,Centre-Back,crystal-palace
5,James Tomkins,6300000.0,Centre-Back,crystal-palace
6,Scott Dann,4500000.0,Centre-Back,crystal-palace
7,Damien Delaney,900000.0,Centre-Back,crystal-palace
8,Ryan Inniss,68000.0,Centre-Back,crystal-palace
9,Luke Croll,0.0,Centre-Back,crystal-palace
10,Patrick van Aanholt,8100000.0,Left-Back,crystal-palace
11,Pape Souaré,5400000.0,Left-Back,crystal-palace
12,Zeki Fryers,1350000.0,Left-Back,crystal-palace
13,Joel Ward,4500000.0,Right-Back,crystal-palace
14,Martin Kelly,2700000.0,Right-Back,crystal-palace
15,Ben Wynter,0.0,Right-Back,crystal-palace
16,Aaron Wan-Bissaka,0.0,Right-Back,crystal-palace
17,Luka Milivojevic,9000000.0,Defensive Midfield,crystal-palace
18,Mile Jedinak,4050000.0,Defensive Midfield,crystal-palace
19,Mathieu Flamini,1800000.0,Defensive Midfield,crystal-palace
20,Michael Phillips,0.0,Defensive Midfield,crystal-palace
21,Yohan Cabaye,13500000.0,Central Midfield,crystal-palace
22,James McArthur,6300000.0,Central Midfield,crystal-palace
23,Jason Puncheon,4950000.0,Central Midfield,crystal-palace
24,Joe Ledley,3150000.0,Central Midfield,crystal-palace
25,Jordon Mutch,2700000.0,Central Midfield,crystal-palace
26,Hiram Boateng,450000.0,Central Midfield,crystal-palace
27,Noor Husin,0.0,Central Midfield,crystal-palace
28,Luke Dreher,0.0,Central Midfield,crystal-palace
29,Jeffrey Schlupp,7200000.0,Left Midfield,crystal-palace
30,Jonathan Williams,900000.0,Attacking Midfield,crystal-palace
31,Yannick Bolasie,18000000.0,Left Winger,crystal-palace
32,Wilfried Zaha,16200000.0,Left Winger,crystal-palace
33,Bakary Sako,5400000.0,Left Winger,crystal-palace
34,Sullay Kaikai,225000.0,Left Winger,crystal-palace
35,Keshi Anderson,90000.0,Left Winger,crystal-palace
36,Andros Townsend,10800000.0,Right Winger,crystal-palace
37,Chung-yong Lee,1350000.0,Right Winger,crystal-palace
38,Christian Benteke,25200000.0,Centre-Forward,crystal-palace
39,Loïc Rémy,8100000.0,Centre-Forward,crystal-palace
40,Connor Wickham,5400000.0,Centre-Forward,crystal-palace
41,Fraizer Campbell,1800000.0,Centre-Forward,crystal-palace
42,Jonathan Benteke,360000.0,Centre-Forward,crystal-palace
43,Kwesi Appiah,225000.0,Centre-Forward,crystal-palace
44,Freddie Ladapo,90000.0,Centre-Forward,crystal-palace
0,Fraser Forster,13500000.0,Goalkeeper,fc-southampton
1,Alex McCarthy,2700000.0,Goalkeeper,fc-southampton
2,Paulo Gazzaniga,900000.0,Goalkeeper,fc-southampton
3,Mouez Hassen,900000.0,Goalkeeper,fc-southampton
4,Stuart Taylor,225000.0,Goalkeeper,fc-southampton
5,Harry Lewis,0.0,Goalkeeper,fc-southampton
6,Virgil van Dijk,27000000.0,Centre-Back,fc-southampton
7,José Fonte,6300000.0,Centre-Back,fc-southampton
8,Maya Yoshida,4500000.0,Centre-Back,fc-southampton
9,Martín Cáceres,3600000.0,Centre-Back,fc-southampton
10,Jack Stephens,3150000.0,Centre-Back,fc-southampton
11,Florin Gardos,2250000.0,Centre-Back,fc-southampton
12,Ryan Bertrand,18000000.0,Left-Back,fc-southampton
13,Matt Targett,2700000.0,Left-Back,fc-southampton
14,Sam McQueen,675000.0,Left-Back,fc-southampton
15,Cédric Soares,13500000.0,Right-Back,fc-southampton
16,Jérémy Pied,3150000.0,Right-Back,fc-southampton
17,Cuco Martina,1800000.0,Right-Back,fc-southampton
18,Jordy Clasie,9000000.0,Defensive Midfield,fc-southampton
19,Oriol Romeu,9000000.0,Defensive Midfield,fc-southampton
20,Harrison Reed,900000.0,Defensive Midfield,fc-southampton
21,James Ward-Prowse,13500000.0,Central Midfield,fc-southampton
22,Pierre-Emile Höjbjerg,7200000.0,Central Midfield,fc-southampton
23,Steven Davis,5400000.0,Central Midfield,fc-southampton
24,Sofiane Boufal,13500000.0,Attacking Midfield,fc-southampton
25,Jake Hesketh,0.0,Attacking Midfield,fc-southampton
26,Dusan Tadic,15300000.0,Left Winger,fc-southampton
27,Nathan Redmond,13500000.0,Left Winger,fc-southampton
28,Lloyd Isgrove,225000.0,Left Winger,fc-southampton
29,Josh Sims,450000.0,Right Winger,fc-southampton
30,Manolo Gabbiadini,13500000.0,Centre-Forward,fc-southampton
31,Charlie Austin,11700000.0,Centre-Forward,fc-southampton
32,Jay Rodríguez,9000000.0,Centre-Forward,fc-southampton
33,Shane Long,8100000.0,Centre-Forward,fc-southampton
34,Sam Gallagher,2250000.0,Centre-Forward,fc-southampton
35,Olufela Olomola,0.0,Centre-Forward,fc-southampton
0,Jack Butland,13500000.0,Goalkeeper,stoke-city
1,Lee Grant,900000.0,Goalkeeper,stoke-city
2,Jakob Haugaard,675000.0,Goalkeeper,stoke-city
3,Shay Given,225000.0,Goalkeeper,stoke-city
4,Daniel Bachmann,225000.0,Goalkeeper,stoke-city
5,Bruno Martins Indi,9900000.0,Centre-Back,stoke-city
6,Ryan Shawcross,9900000.0,Centre-Back,stoke-city
7,Marc Muniesa,2700000.0,Centre-Back,stoke-city
8,Philipp Wollscheid,2250000.0,Centre-Back,stoke-city
9,Ryan Sweeney,225000.0,Centre-Back,stoke-city
10,Erik Pieters,6300000.0,Left-Back,stoke-city
11,Joel Taylor,0.0,Left-Back,stoke-city
12,Glen Johnson,4500000.0,Right-Back,stoke-city
13,Phil Bardsley,1350000.0,Right-Back,stoke-city
14,Tom Edwards,0.0,Right-Back,stoke-city
15,Giannelli Imbula,10800000.0,Defensive Midfield,stoke-city
16,Geoff Cameron,2700000.0,Defensive Midfield,stoke-city
17,Glenn Whelan,2250000.0,Defensive Midfield,stoke-city
18,Joe Allen,13500000.0,Central Midfield,stoke-city
19,Charlie Adam,3150000.0,Central Midfield,stoke-city
20,Ibrahim Afellay,2700000.0,Left Midfield,stoke-city
21,Stephen Ireland,900000.0,Attacking Midfield,stoke-city
22,Ramadan Sobhi,4500000.0,Left Winger,stoke-city
23,Xherdan Shaqiri,13500000.0,Right Winger,stoke-city
24,Jonathan Walters,2250000.0,Right Winger,stoke-city
25,Thibaud Verlinden,0.0,Right Winger,stoke-city
26,Bojan Krkic,4500000.0,Second Striker,stoke-city
27,Wilfried Bony,16200000.0,Centre-Forward,stoke-city
28,Saido Berahino,13500000.0,Centre-Forward,stoke-city
29,Marko Arnautovic,13500000.0,Centre-Forward,stoke-city
30,Mame Diouf,6300000.0,Centre-Forward,stoke-city
31,Joselu,3150000.0,Centre-Forward,stoke-city
32,Peter Crouch,1350000.0,Centre-Forward,stoke-city
